origin,mag,place,dist_km,depth_km,fs,epoch,pre_1_15,sig_1_15,snr,snr_rms,peak_1_15,az_deg,az,likely,pred_uv,resid_log10,seen,triggered,pre_lo,sig_lo,r_lo,pre_mid,sig_mid,r_mid,pre_hi,sig_hi,r_hi,lo_hi
2026-07-26T02:43:06Z,2.1,"19 km SSE of Silver Springs, Nevada",317.8,8.6,100.0,100sps,2.884,3.382,2.05,1.17,5.925,72.3,ENE,0,0.577,1.012,0,0,1.161,1.232,1.061,2.764,3.28,1.186,2.37,2.128,0.898,1.181
2026-07-26T02:14:16Z,0.73,"10 km NW of The Geysers, CA",46.5,1.8,100.0,100sps,2.362,3.161,2.4,1.34,5.665,334.5,NNW,0,0.677,0.922,0,1,1.204,1.166,0.968,2.077,3.034,1.461,2.313,2.598,1.123,0.862
2026-07-26T01:54:39Z,1.43,"4 km ENE of Saint Helena, CA",19.0,6.3,100.0,100sps,2.824,2.551,1.45,0.9,4.087,68.0,ENE,0,10.353,-0.404,0,0,1.359,1.234,0.908,2.524,2.362,0.936,2.599,2.568,0.988,0.919
2026-07-26T01:42:13Z,0.52,"7 km NW of The Geysers, CA",44.6,2.1,100.0,100sps,3.308,2.349,1.06,0.71,3.514,338.6,NNW,0,0.44,0.902,0,0,1.226,1.265,1.033,3.183,1.966,0.618,7.301,7.328,1.004,1.029
2026-07-26T01:37:22Z,1.15,"10 km N of Hollister, CA",200.1,10.8,100.0,100sps,3.394,3.332,1.36,0.98,4.628,147.4,SSE,0,0.181,1.409,0,0,1.157,1.275,1.102,3.279,3.131,0.955,7.153,7.192,1.005,1.096
2026-07-26T01:09:57Z,1.17,"3 km ENE of Saint Helena, CA",18.2,3.9,100.0,100sps,2.359,3.106,2.44,1.32,5.745,66.7,ENE,0,5.978,-0.017,0,0,1.148,1.252,1.09,2.082,2.905,1.395,5.726,5.811,1.015,1.075
2026-07-26T01:01:07Z,1.52,"2 km NE of Redwood Valley, CA",104.5,8.2,100.0,100sps,3.768,2.591,0.88,0.69,3.309,331.8,NNW,0,1.319,0.399,0,0,1.337,1.153,0.862,3.621,2.353,0.65,6.493,6.3,0.97,0.889
2026-07-25T23:01:01Z,1.58,"7 km WSW of The Geysers, CA",38.9,5.2,60.0,60sps-post-jumper,4.162,2.492,0.77,0.6,3.191,331.2,NNW,0,6.041,-0.277,0,0,0.901,0.986,1.094,4.234,2.36,0.558,1.749,1.56,0.892,1.227
2026-07-25T22:07:01Z,0.72,"2 km NNW of The Geysers, CA",39.9,2.2,60.0,60sps-post-jumper,2.992,3.477,1.98,1.16,5.918,342.2,NNW,0,0.807,0.866,0,0,0.86,0.819,0.952,2.922,3.458,1.183,2.095,2.317,1.106,0.861
2026-07-25T21:53:15Z,0.93,"5 km NW of The Geysers, CA",44.8,12.3,60.0,60sps-post-jumper,2.611,3.861,2.21,1.48,5.762,339.6,NNW,0,1.125,0.709,0,0,0.876,0.948,1.082,2.524,3.795,1.504,2.151,2.543,1.182,0.915
2026-07-25T21:48:27Z,1.47,"13 km NW of Pinnacles, CA",238.2,5.6,60.0,60sps-post-jumper,2.541,3.124,1.85,1.23,4.701,149.4,SSE,0,0.263,1.252,0,0,0.912,0.966,1.059,2.413,3.03,1.256,2.3,2.364,1.028,1.031
2026-07-25T21:45:34Z,0.99,"14 km SW of Searles Valley, CA",551.3,5.6,60.0,60sps-post-jumper,2.778,2.787,1.55,1.0,4.297,122.7,ESE,0,0.009,2.689,0,0,0.87,0.885,1.017,2.722,2.691,0.988,1.409,2.33,1.653,0.615
2026-07-25T21:07:24Z,0.51,"4 km W of Cobb, CA",42.5,1.4,60.0,60sps-post-jumper,3.348,2.689,1.53,0.8,5.136,342.9,NNW,0,0.458,1.05,0,0,0.914,0.875,0.958,3.349,2.628,0.785,2.562,2.033,0.794,1.206
2026-07-25T20:58:18Z,1.14,"5 km NNW of The Geysers, CA",42.7,2.9,60.0,60sps-post-jumper,3.093,2.525,1.23,0.82,3.802,340.4,NNW,0,1.943,0.291,0,0,0.892,0.914,1.025,3.037,2.384,0.785,1.737,1.635,0.941,1.089
2026-07-25T20:30:11Z,1.55,"12 km SE of Petrolia, CA",241.0,12.9,60.0,60sps-post-jumper,2.645,2.458,1.28,0.93,3.373,326.5,NNW,0,0.309,1.039,0,0,0.84,0.967,1.152,2.563,2.267,0.884,1.815,1.678,0.925,1.246
2026-07-25T19:27:33Z,1.21,"12 km WNW of Willow Creek, CA",297.2,3.4,60.0,60sps-post-jumper,5.303,2.869,0.85,0.54,4.492,341.1,NNW,0,0.088,1.71,0,0,1.066,0.87,0.816,5.296,2.799,0.529,2.143,1.511,0.705,1.157
2026-07-25T18:58:40Z,0.72,"8 km NW of The Geysers, CA",45.6,2.2,60.0,60sps-post-jumper,2.991,6.982,5.23,2.33,15.629,338.3,NNW,0,0.678,1.362,1,0,0.855,0.937,1.095,2.923,7.125,2.438,1.418,2.307,1.627,0.673
2026-07-25T18:40:57Z,0.72,"8 km WNW of Cobb, CA",46.0,2.1,60.0,60sps-post-jumper,2.767,3.197,2.01,1.16,5.563,339.3,NNW,0,0.671,0.919,0,0,0.867,0.795,0.918,2.693,3.194,1.186,1.575,1.499,0.952,0.964
2026-07-25T17:35:06Z,1.02,"18 km WSW of Johannesburg, CA",552.4,8.2,60.0,60sps-post-jumper,2.622,2.467,1.45,0.94,3.796,127.8,SE,0,0.009,2.608,0,0,0.89,0.896,1.007,2.545,2.336,0.918,2.249,1.681,0.747,1.348
2026-07-25T17:14:48Z,1.45,"6 km WNW of The Geysers, CA",43.0,2.8,60.0,60sps-post-jumper,4.476,1.959,0.69,0.44,3.1,336.5,NNW,0,3.927,-0.103,0,0,0.963,0.861,0.894,4.529,1.779,0.393,3.371,1.738,0.516,1.734
2026-07-25T17:14:03Z,1.05,"6 km NW of The Geysers, CA",44.2,2.8,60.0,60sps-post-jumper,4.137,4.004,1.94,0.97,8.035,339.3,NNW,0,1.508,0.726,0,0,0.967,0.928,0.959,4.174,4.013,0.961,1.751,4.521,2.582,0.372
2026-07-25T16:52:46Z,0.77,"3 km NW of The Geysers, CA",41.3,3.5,60.0,60sps-post-jumper,3.19,3.249,1.99,1.02,6.339,339.9,NNW,0,0.866,0.864,0,0,0.871,0.849,0.975,3.218,3.306,1.027,1.721,1.813,1.053,0.925
2026-07-25T16:31:25Z,1.27,"20 km ESE of Little Lake, CA",522.7,9.5,60.0,60sps-post-jumper,3.937,3.624,2.33,0.92,9.185,121.9,ESE,0,0.02,2.659,0,0,0.906,0.916,1.012,3.953,3.599,0.91,1.549,1.481,0.956,1.059
2026-07-25T16:13:17Z,0.75,"9 km NW of The Geysers, CA",45.8,2.0,60.0,60sps-post-jumper,2.657,2.782,2.37,1.05,6.298,335.0,NNW,0,0.722,0.941,0,0,0.955,0.911,0.954,2.516,2.702,1.074,1.399,1.729,1.235,0.772
2026-07-25T16:12:02Z,1.84,"9 km WNW of The Geysers, CA",45.4,2.5,60.0,60sps-post-jumper,2.549,2.996,2.05,1.18,5.218,335.0,NNW,0,8.988,-0.236,0,0,0.866,1.067,1.232,2.464,2.809,1.14,1.334,1.443,1.082,1.139
2026-07-25T16:10:26Z,0.73,"9 km WNW of The Geysers, CA",45.7,2.2,60.0,60sps-post-jumper,2.334,2.258,1.26,0.97,2.934,334.9,NNW,0,0.693,0.627,0,0,0.928,0.822,0.885,2.166,2.149,0.992,1.31,1.579,1.205,0.734
2026-07-25T15:34:11Z,1.4,"4 km N of Healdsburg, CA",30.6,6.9,60.0,60sps-post-jumper,2.846,2.114,1.16,0.74,3.306,315.3,NW,0,5.404,-0.213,0,0,0.902,1.034,1.145,2.731,1.848,0.677,1.427,1.229,0.861,1.33
2026-07-25T14:44:58Z,2.3,"5 km W of Frazier Park, CA",517.4,8.2,60.0,60sps-post-jumper,2.721,3.044,3.02,1.12,8.215,140.2,SE,0,0.223,1.566,0,0,0.878,0.834,0.95,2.64,3.018,1.143,1.297,1.27,0.979,0.971
2026-07-25T14:29:01Z,0.42,"9 km WNW of The Geysers, CA",45.8,1.7,60.0,60sps-post-jumper,1.883,2.06,1.72,1.09,3.246,334.4,NNW,0,0.338,0.982,0,0,0.873,0.917,1.051,1.697,1.891,1.114,1.113,1.237,1.112,0.944
2026-07-25T13:13:48Z,0.73,"7 km E of Mammoth Lakes, CA",338.2,1.9,60.0,60sps-post-jumper,2.056,1.775,1.65,0.86,3.402,104.4,ESE,0,0.021,2.209,0,0,0.859,0.834,0.971,1.911,1.603,0.839,0.984,1.13,1.148,0.845
2026-07-25T12:42:13Z,1.2,"16 km WSW of Johannesburg, CA",554.0,6.2,60.0,60sps-post-jumper,1.295,1.357,1.48,1.05,1.917,127.7,SE,0,0.014,2.136,0,0,0.83,0.918,1.106,0.98,0.987,1.007,0.792,0.855,1.079,1.024
2026-07-25T11:31:41Z,2.46,"3 km E of St. Helena, CA",18.4,6.2,60.0,60sps-post-jumper,1.351,20.221,35.41,14.97,47.825,69.1,ENE,1,114.611,-0.38,1,0,0.827,12.199,14.753,1.061,15.112,14.25,0.783,7.074,9.03,1.634
2026-07-25T10:43:57Z,0.88,"6 km WNW of Cobb, CA",45.2,1.9,60.0,60sps-post-jumper,1.118,1.148,1.29,1.03,1.446,341.4,NNW,0,0.991,0.164,0,0,0.826,0.759,0.919,0.719,0.84,1.169,0.672,0.691,1.028,0.894
2026-07-25T10:37:48Z,2.09,"15 km W of Johannesburg, CA",550.1,6.0,60.0,60sps-post-jumper,1.175,1.344,2.13,1.14,2.5,127.2,SE,0,0.112,1.35,0,0,0.808,0.774,0.958,0.837,1.1,1.314,0.741,0.717,0.968,0.99
2026-07-25T09:32:00Z,1.59,"7 km W of Cobb, CA",45.3,2.0,60.0,60sps-post-jumper,1.197,1.394,2.05,1.16,2.45,340.0,NNW,0,5.078,-0.317,0,0,0.854,0.928,1.087,0.807,1.008,1.249,0.691,0.839,1.213,0.896
2026-07-25T09:03:25Z,1.59,"77 km ENE of Tonopah, Nevada",535.3,9.6,60.0,60sps-post-jumper,1.215,1.509,2.57,1.24,3.124,88.2,E,0,0.039,1.906,0,0,0.827,0.788,0.953,0.868,1.292,1.489,0.727,0.798,1.098,0.868
2026-07-25T08:51:38Z,0.77,"14 km NE of Ridgecrest, CA",543.1,8.8,60.0,60sps-post-jumper,1.282,1.289,1.37,1.01,1.751,122.6,ESE,0,0.006,2.496,0,0,0.869,0.825,0.95,0.909,0.951,1.046,0.722,0.701,0.971,0.978
2026-07-25T08:18:06Z,0.26,"8 km NW of The Geysers, CA",46.0,1.1,60.0,60sps-post-jumper,1.516,1.248,1.18,0.82,1.793,338.1,NNW,0,0.232,0.887,0,0,0.796,0.804,1.009,1.306,0.93,0.712,0.817,0.72,0.881,1.145
2026-07-25T08:17:07Z,1.32,"4 km NNW of The Geysers, CA",41.9,2.3,60.0,60sps-post-jumper,1.272,1.264,1.28,0.99,1.623,341.1,NNW,0,3.018,-0.269,0,0,0.829,0.811,0.979,0.948,0.943,0.995,0.774,0.884,1.142,0.858
2026-07-25T07:54:17Z,1.82,"8 km NNW of Redwood Valley, CA",111.9,2.5,60.0,60sps-post-jumper,1.234,1.286,1.73,1.04,2.137,332.3,NNW,0,2.364,-0.044,0,0,0.816,0.906,1.111,0.912,0.866,0.949,0.702,0.785,1.119,0.993
2026-07-25T07:09:32Z,0.99,"7 km WNW of Cobb, CA",45.6,1.9,60.0,60sps-post-jumper,1.352,1.53,2.35,1.13,3.178,339.9,NNW,0,1.262,0.401,0,0,0.832,0.809,0.972,1.047,1.311,1.252,0.759,0.861,1.134,0.857
2026-07-25T04:32:47Z,1.61,"25 km SSW of Hawthorne, Nevada",338.1,8.0,60.0,60sps-post-jumper,2.907,2.447,1.5,0.84,4.361,91.4,E,0,0.159,1.437,0,0,0.845,0.936,1.108,2.874,2.337,0.813,1.819,2.025,1.113,0.995
2026-07-25T04:23:47Z,2.15,"33 km N of Benton, California",364.6,7.6,60.0,60sps-post-jumper,1.742,2.163,1.99,1.24,3.464,94.6,E,0,0.453,0.883,0,0,0.794,0.846,1.066,1.554,2.03,1.306,1.837,1.638,0.891,1.196
2026-07-25T03:59:38Z,1.97,"33 km N of Benton, California",364.7,7.8,60.0,60sps-post-jumper,2.348,1.975,1.28,0.84,3.01,94.5,E,0,0.299,1.002,0,0,0.89,0.838,0.943,2.216,1.826,0.824,2.311,2.508,1.085,0.868
2026-07-25T03:15:55Z,0.73,"3 km ENE of The Geysers, CA",39.0,2.7,60.0,60sps-post-jumper,4.537,3.653,1.52,0.81,6.88,346.5,NNW,0,0.849,0.909,0,0,1.101,0.852,0.774,4.602,3.637,0.79,1.628,1.506,0.925,0.837
2026-07-25T03:02:10Z,1.1,"7 km WNW of Cobb, CA",45.4,1.6,60.0,60sps-post-jumper,1.954,2.203,1.83,1.13,3.574,340.1,NNW,0,1.638,0.339,0,0,0.836,0.851,1.019,1.787,2.074,1.161,2.438,2.394,0.982,1.037
2026-07-25T02:57:30Z,1.28,"18 km WSW of Johannesburg, CA",551.7,7.8,60.0,60sps-post-jumper,2.961,2.495,1.66,0.84,4.917,127.7,SE,0,0.017,2.459,0,0,0.831,0.866,1.042,3.07,2.393,0.779,1.47,2.492,1.694,0.615
2026-07-25T02:23:32Z,1.31,"14 km W of Johannesburg, CA",551.1,7.0,60.0,60sps-post-jumper,2.37,2.203,1.24,0.93,2.939,127.2,SE,0,0.018,2.203,0,0,0.883,0.817,0.925,2.23,2.068,0.927,2.519,2.396,0.951,0.973
2026-07-25T02:15:20Z,1.82,"7 km WNW of Cobb, CA",45.6,1.8,60.0,60sps-post-jumper,2.735,2.236,1.16,0.82,3.177,340.0,NNW,0,8.542,-0.43,0,0,0.835,1.157,1.385,2.684,1.926,0.718,2.254,1.303,0.578,2.397
2026-07-25T02:00:38Z,0.78,"9 km W of The Geysers, CA",42.1,9.7,60.0,60sps-post-jumper,1.867,2.554,2.73,1.37,5.09,329.3,NNW,0,0.865,0.769,0,0,0.818,0.9,1.1,1.691,2.455,1.452,1.905,2.144,1.125,0.977
2026-07-25T01:36:29Z,0.29,"3 km NE of The Geysers, CA",39.5,0.9,60.0,60sps-post-jumper,3.262,3.044,1.31,0.93,4.276,345.5,NNW,0,0.303,1.149,0,0,0.886,0.816,0.921,3.256,3.041,0.934,2.563,2.682,1.046,0.88
2026-07-25T00:57:20Z,0.55,"3 km W of Pinnacles, CA",249.1,5.0,60.0,60sps-post-jumper,3.339,7.017,5.12,2.1,17.107,148.6,SSE,0,0.029,2.775,1,0,0.957,0.932,0.974,3.269,7.119,2.178,1.942,2.457,1.265,0.77
2026-07-25T00:22:39Z,1.41,"1 km ESE of The Geysers, CA",37.3,1.3,60.0,60sps-post-jumper,2.987,2.284,1.1,0.76,3.281,343.4,NNW,0,4.305,-0.118,0,0,0.954,0.882,0.925,2.907,2.158,0.742,2.445,2.485,1.016,0.91
2026-07-25T00:18:28Z,1.16,"19 km WSW of Johannesburg, CA",552.9,9.2,60.0,60sps-post-jumper,3.867,2.368,1.09,0.61,4.231,127.9,SE,0,0.013,2.517,0,0,1.178,0.911,0.774,3.776,2.225,0.589,2.357,2.449,1.039,0.744
2026-07-25T00:17:25Z,1.38,"18 km WSW of Johannesburg, CA",553.0,8.9,60.0,60sps-post-jumper,3.46,4.584,2.1,1.32,7.275,127.9,SE,0,0.021,2.532,0,0,1.08,0.874,0.81,3.402,4.611,1.355,2.131,2.582,1.212,0.668
2026-07-25T00:03:13Z,2.16,"11 km ESE of Gilroy, CA",195.0,5.4,60.0,60sps-post-jumper,3.611,3.386,1.84,0.94,6.652,147.7,SSE,0,1.944,0.534,0,0,0.899,0.796,0.885,3.639,3.458,0.95,2.638,2.253,0.854,1.036
2026-07-24T23:20:26Z,2.47,"7 km NE of Lake Davis, CA",250.4,-1.6,60.0,60sps-post-jumper,6.06,4.753,1.11,0.78,6.714,48.9,NE,0,2.363,0.453,0,0,1.501,0.97,0.646,6.062,4.823,0.796,2.245,2.55,1.136,0.569
2026-07-24T23:15:01Z,1.55,"26 km W of Los Banos, CA",204.6,3.4,60.0,60sps-post-jumper,3.88,2.366,1.01,0.61,3.926,139.9,SE,0,0.434,0.957,0,0,0.859,0.831,0.966,3.889,2.264,0.582,1.893,1.409,0.745,1.298
2026-07-24T22:38:21Z,2.46,"11 km ESE of Gilroy, CA",195.0,5.2,60.0,60sps-post-jumper,4.502,2.76,1.27,0.61,5.728,147.6,SSE,0,3.88,0.169,0,0,0.989,0.908,0.919,4.534,2.683,0.592,1.966,1.474,0.749,1.226
2026-07-24T22:21:40Z,1.57,"16 km WSW of Johannesburg, CA",553.7,7.4,60.0,60sps-post-jumper,3.649,3.398,1.25,0.93,4.548,127.7,SE,0,0.033,2.14,0,0,0.931,0.968,1.039,3.67,3.346,0.912,2.425,2.946,1.215,0.855
2026-07-24T21:26:35Z,1.02,"14 km W of Johannesburg, CA",550.9,6.2,60.0,60sps-post-jumper,4.427,4.953,1.71,1.12,7.557,127.2,SE,0,0.009,2.903,0,0,0.861,1.16,1.347,4.478,5.019,1.121,2.226,2.697,1.212,1.112
2026-07-24T21:16:49Z,0.75,"4 km SE of The Geysers, CA",34.7,1.6,60.0,60sps-post-jumper,4.116,2.026,0.56,0.49,2.321,343.8,NNW,0,1.033,0.352,0,0,0.881,0.886,1.005,4.237,1.828,0.431,2.151,1.475,0.686,1.466
2026-07-24T20:52:43Z,1.82,"4 km W of Cobb, CA",42.6,1.4,60.0,60sps-post-jumper,3.688,3.279,1.38,0.89,5.088,342.8,NNW,0,9.322,-0.263,0,0,0.89,1.067,1.199,3.722,3.165,0.85,2.814,1.936,0.688,1.743
2026-07-24T20:52:03Z,1.46,"6 km W of Cobb, CA",44.8,2.4,60.0,60sps-post-jumper,4.487,3.039,1.07,0.68,4.801,340.7,NNW,0,3.814,0.1,0,0,0.896,0.891,0.994,4.611,2.943,0.638,2.598,3.069,1.181,0.842
2026-07-24T20:33:00Z,1.18,"17 km NE of Olancha, CA",478.2,8.6,60.0,60sps-post-jumper,4.336,2.851,1.23,0.66,5.333,117.2,ESE,0,0.022,2.386,0,0,0.892,0.861,0.965,4.405,2.831,0.643,2.244,1.654,0.737,1.309
2026-07-24T20:14:52Z,1.25,"14 km W of Johannesburg, CA",550.8,6.1,60.0,60sps-post-jumper,5.181,2.421,0.9,0.47,4.638,127.2,SE,0,0.016,2.461,0,0,0.859,0.832,0.969,5.249,2.326,0.443,1.894,1.607,0.848,1.142
2026-07-24T20:03:59Z,0.83,"7 km WNW of Cobb, CA",45.5,1.9,60.0,60sps-post-jumper,6.65,2.954,0.59,0.44,3.912,340.3,NNW,0,0.877,0.649,0,0,0.885,0.841,0.95,6.761,2.953,0.437,4.43,1.807,0.408,2.329
2026-07-24T19:59:21Z,1.66,"25 km SSW of Hawthorne, Nevada",339.1,9.3,60.0,60sps-post-jumper,4.663,3.037,1.18,0.65,5.509,91.3,E,0,0.178,1.491,0,0,0.9,0.864,0.96,4.798,2.965,0.618,2.368,1.704,0.72,1.334
2026-07-24T19:53:39Z,1.14,"4 km SE of The Geysers, CA",34.5,1.9,60.0,60sps-post-jumper,2.772,2.93,2.02,1.06,5.611,343.9,NNW,0,2.551,0.342,0,0,0.857,0.829,0.967,2.722,2.918,1.072,1.465,1.637,1.117,0.866
2026-07-24T19:51:05Z,0.61,"15 km WSW of Johannesburg, CA",553.4,6.5,60.0,60sps-post-jumper,3.367,2.361,1.03,0.7,3.458,127.5,SE,0,0.004,2.981,0,0,0.9,0.858,0.953,3.402,2.238,0.658,2.009,1.407,0.7,1.361
2026-07-24T19:50:19Z,1.07,"24 km NE of Arvin, CA",492.4,4.3,60.0,60sps-post-jumper,2.787,2.974,1.35,1.07,3.754,133.0,SE,0,0.015,2.384,0,0,0.901,0.958,1.063,2.755,2.902,1.053,1.51,1.586,1.05,1.012
2026-07-24T19:46:19Z,0.21,"7 km WNW of Cobb, CA",45.5,1.9,60.0,60sps-post-jumper,2.641,2.305,1.13,0.87,2.985,340.3,NNW,0,0.21,1.153,0,0,0.938,0.852,0.909,2.5,2.19,0.876,1.58,1.353,0.857,1.06
2026-07-24T19:45:56Z,2.65,"25 km SSW of Hawthorne, Nevada",338.3,6.7,60.0,60sps-post-jumper,3.474,3.445,1.74,0.99,6.052,91.3,E,0,1.746,0.54,0,0,0.98,0.839,0.856,3.416,3.476,1.018,2.021,1.724,0.853,1.003
2026-07-24T18:55:43Z,1.5,"6 km S of Mojave, CA",552.1,-0.8,60.0,60sps-post-jumper,10.381,4.487,0.9,0.43,9.334,132.8,SE,0,0.028,2.518,0,0,0.857,0.911,1.063,10.717,4.507,0.421,2.862,2.848,0.995,1.069
2026-07-24T18:51:58Z,1.3,"13 km SE of Tehachapi, CA",537.1,-1.0,60.0,60sps-post-jumper,3.688,2.553,1.03,0.69,3.787,133.4,SE,0,0.02,2.285,0,0,1.005,0.928,0.923,3.662,2.402,0.656,2.091,1.759,0.841,1.098
2026-07-24T18:17:50Z,1.45,"15 km NW of Oakland, Oregon",567.0,18.6,60.0,60sps-post-jumper,3.066,3.468,2.11,1.13,6.471,353.2,N,0,0.023,2.45,0,0,0.953,0.789,0.827,2.984,3.559,1.193,1.467,1.765,1.203,0.687
2026-07-24T18:07:08Z,2.26,"2 km ENE of Aromas, CA",194.4,0.7,60.0,60sps-post-jumper,3.431,4.295,2.95,1.25,10.132,152.8,SSE,0,2.461,0.615,0,0,0.936,0.911,0.974,3.441,4.42,1.284,1.894,2.107,1.112,0.875
2026-07-24T17:28:44Z,1.04,"4 km W of Cobb, CA",42.5,1.4,60.0,60sps-post-jumper,4.991,3.867,1.35,0.77,6.733,342.9,NNW,0,1.555,0.636,0,0,0.948,0.928,0.978,4.932,3.883,0.787,1.52,1.716,1.128,0.867
2026-07-24T17:12:18Z,1.68,"9 km E of Wasco, CA",438.6,25.0,60.0,60sps-post-jumper,3.303,2.54,1.23,0.77,4.062,135.6,SE,0,0.091,1.651,0,0,0.944,0.981,1.04,3.239,2.348,0.725,1.72,1.437,0.836,1.244
2026-07-24T17:06:29Z,1.06,"21 km NNW of Tehachapi, CA",505.2,5.3,60.0,60sps-post-jumper,5.365,8.652,4.28,1.61,22.944,132.6,SE,0,0.014,3.217,0,0,0.985,0.917,0.931,5.422,8.78,1.619,2.102,2.108,1.003,0.928
2026-07-24T16:56:24Z,1.15,"3 km WNW of Frazier Park, CA",517.8,13.9,60.0,60sps-post-jumper,2.957,3.14,2.3,1.06,6.795,139.9,SE,0,0.016,2.635,0,0,0.882,0.943,1.07,2.881,3.076,1.067,1.855,2.163,1.167,0.917
2026-07-24T16:28:06Z,2.11,"24 km SSW of Hawthorne, Nevada",338.8,7.5,60.0,60sps-post-jumper,2.965,3.597,2.74,1.21,8.136,91.3,E,0,0.502,1.21,0,0,1.176,1.181,1.004,2.752,3.579,1.3,1.513,1.601,1.058,0.949
2026-07-24T15:47:08Z,2.56,"24 km SSW of Hawthorne, Nevada",338.9,6.8,60.0,60sps-post-jumper,4.438,3.689,2.16,0.83,9.594,91.3,E,0,1.413,0.832,0,0,0.979,0.9,0.919,4.481,3.699,0.825,1.959,1.586,0.81,1.135
2026-07-24T15:41:11Z,1.99,"15 km NE of New Idria, CA",283.8,15.1,60.0,60sps-post-jumper,2.529,2.745,1.67,1.09,4.233,139.2,SE,0,0.589,0.857,0,0,0.851,0.81,0.952,2.421,2.699,1.115,1.544,1.959,1.269,0.751
2026-07-24T14:58:55Z,2.35,"14 km N of Morgan Hill, CA",159.0,5.1,60.0,60sps-post-jumper,3.23,3.107,1.28,0.96,4.148,146.5,SSE,0,4.416,-0.027,0,0,0.909,0.969,1.066,3.233,3.022,0.935,1.688,1.604,0.95,1.121
2026-07-24T14:55:27Z,1.58,"5 km ENE of Johnson Lane, Nevada",266.0,7.5,60.0,60sps-post-jumper,4.263,2.917,1.15,0.68,4.914,74.0,ENE,0,0.266,1.267,0,0,1.161,1.004,0.865,4.22,2.799,0.663,2.269,1.549,0.683,1.267
2026-07-24T14:53:43Z,1.61,"14 km N of Morgan Hill, CA",159.1,5.2,60.0,60sps-post-jumper,4.242,4.781,2.14,1.13,9.073,146.6,SSE,0,0.803,1.053,0,0,0.957,1.065,1.114,4.265,4.836,1.134,2.02,2.362,1.169,0.952
2026-07-24T13:25:52Z,2.01,"5 km SE of Aromas, CA",199.1,5.1,60.0,60sps-post-jumper,5.965,1.451,0.31,0.24,1.825,152.7,SSE,0,1.32,0.14,0,0,1.186,0.862,0.727,5.93,1.154,0.195,1.904,0.901,0.473,1.535
2026-07-24T12:49:52Z,1.72,"2 km NW of The Geysers, CA",39.7,3.2,60.0,60sps-post-jumper,1.584,2.058,2.28,1.3,3.62,340.7,NNW,0,8.11,-0.35,0,0,0.839,1.011,1.205,1.382,1.766,1.278,0.93,0.918,0.988,1.22
2026-07-24T12:43:36Z,2.39,"25 km SSW of Hawthorne, Nevada",338.7,7.0,60.0,60sps-post-jumper,3.407,1.529,0.56,0.45,1.921,91.4,E,0,0.957,0.303,0,0,0.864,0.846,0.979,3.426,1.267,0.37,1.998,0.941,0.471,2.079
2026-07-24T12:14:14Z,2.09,"25 km SSW of Hawthorne, Nevada",338.6,6.7,60.0,60sps-post-jumper,4.397,2.191,0.71,0.5,3.107,91.4,E,0,0.48,0.811,0,0,1.137,0.859,0.756,4.402,2.047,0.465,2.035,1.16,0.57,1.326
2026-07-24T12:11:59Z,0.96,"15 km WSW of Johannesburg, CA",552.7,8.5,60.0,60sps-post-jumper,2.022,1.987,1.48,0.98,3.0,127.5,SE,0,0.008,2.567,0,0,0.845,1.047,1.238,1.87,1.676,0.896,0.87,0.898,1.032,1.2
2026-07-24T12:06:06Z,1.83,"7 km NW of The Geysers, CA",44.4,2.2,60.0,60sps-post-jumper,2.523,2.1,1.35,0.83,3.41,338.8,NNW,0,9.044,-0.424,0,0,0.892,1.12,1.255,2.477,1.72,0.694,3.39,0.969,0.286,4.392
2026-07-24T11:23:40Z,0.72,"8 km WNW of Cobb, CA",45.8,2.3,60.0,60sps-post-jumper,1.353,1.185,1.15,0.88,1.549,339.1,NNW,0,0.675,0.361,0,0,0.832,0.799,0.96,1.053,0.853,0.81,0.846,0.72,0.851,1.127
2026-07-24T11:01:39Z,0.71,"7 km WNW of Cobb, CA",45.6,2.2,60.0,60sps-post-jumper,1.277,1.332,1.43,1.04,1.823,339.9,NNW,0,0.664,0.439,0,0,0.867,0.86,0.993,0.902,0.986,1.093,1.52,1.543,1.015,0.978
2026-07-24T10:51:28Z,1.32,"10 km SE of Cloverdale, CA",43.2,5.0,60.0,60sps-post-jumper,1.242,1.332,1.56,1.07,1.942,321.5,NW,0,2.896,-0.173,0,0,0.854,0.931,1.09,0.874,0.933,1.068,0.727,0.764,1.051,1.038
2026-07-24T10:49:14Z,1.09,"7 km NW of The Geysers, CA",43.9,2.8,60.0,60sps-post-jumper,1.35,1.619,1.88,1.2,2.544,336.9,NNW,0,1.669,0.183,0,0,0.892,0.899,1.008,0.998,1.351,1.353,1.079,0.994,0.921,1.095
2026-07-24T10:31:55Z,1.3,"7 km NW of The Geysers, CA",44.4,2.8,60.0,60sps-post-jumper,1.219,1.196,1.16,0.98,1.415,338.3,NNW,0,2.674,-0.276,0,0,0.794,0.83,1.046,0.904,0.837,0.926,0.756,0.675,0.893,1.17
2026-07-24T10:28:10Z,0.7,"7 km NW of The Geysers, CA",44.6,2.5,60.0,60sps-post-jumper,1.313,1.252,1.2,0.95,1.581,338.7,NNW,0,0.668,0.375,0,0,0.838,0.809,0.966,0.986,0.93,0.944,1.548,1.262,0.815,1.185
