origin,mag,place,dist_km,depth_km,fs,epoch,pre_1_15,sig_1_15,snr,snr_rms,peak_1_15,az_deg,az,likely,pred_uv,resid_log10,seen,triggered,pre_lo,sig_lo,r_lo,pre_mid,sig_mid,r_mid,pre_hi,sig_hi,r_hi,lo_hi
2026-07-24T10:25:19Z,1.08,"7 km NW of The Geysers, CA",44.5,2.6,60.0,60sps-post-jumper,1.311,1.305,1.21,1.0,1.584,338.8,NNW,0,1.604,-0.005,0,0,0.865,0.857,0.99,0.952,0.953,1.0,1.554,1.582,1.018,0.973
2026-07-24T09:50:22Z,1.1,"5 km WNW of Cobb, CA",45.0,1.7,60.0,60sps-post-jumper,1.672,1.377,0.9,0.82,1.499,341.7,NNW,0,1.656,-0.043,0,0,0.867,0.894,1.031,1.431,1.02,0.712,1.629,1.559,0.957,1.078
2026-07-24T09:46:38Z,0.88,"5 km NW of The Geysers, CA",43.0,1.3,60.0,60sps-post-jumper,1.251,1.281,1.44,1.02,1.797,339.0,NNW,0,1.058,0.23,0,0,0.851,0.841,0.989,0.895,0.937,1.048,1.471,1.489,1.012,0.977
2026-07-24T09:40:06Z,1.5,"76 km ENE of Tonopah, Nevada",534.0,10.0,60.0,60sps-post-jumper,1.225,1.252,1.21,1.02,1.481,88.3,E,0,0.032,1.668,0,0,0.83,0.838,1.01,0.876,0.897,1.025,1.489,1.458,0.98,1.031
2026-07-24T09:36:54Z,2.3,"76 km ENE of Tonopah, Nevada",534.1,11.4,60.0,60sps-post-jumper,1.484,1.293,1.34,0.87,1.993,88.2,E,0,0.2,0.998,0,0,0.84,0.856,1.02,1.22,0.945,0.775,1.501,1.526,1.016,1.003
2026-07-24T09:35:37Z,2.67,"75 km ENE of Tonopah, Nevada",532.3,7.4,60.0,60sps-post-jumper,1.261,1.221,1.14,0.97,1.437,88.2,E,0,0.475,0.48,0,0,0.831,0.808,0.973,0.927,0.884,0.954,1.15,1.418,1.233,0.789
2026-07-24T08:43:46Z,0.82,"6 km NE of Coso Junction, CA",495.4,4.0,60.0,60sps-post-jumper,1.292,1.438,1.49,1.11,1.929,120.8,ESE,0,0.009,2.354,0,0,0.856,0.843,0.984,0.949,1.171,1.234,0.988,1.042,1.055,0.933
2026-07-24T08:06:57Z,1.0,"18 km WSW of Johannesburg, CA",552.5,10.0,60.0,60sps-post-jumper,1.929,1.863,1.08,0.97,2.091,127.8,SE,0,0.009,2.369,0,0,0.884,0.827,0.935,1.706,1.657,0.971,0.824,0.845,1.026,0.912
2026-07-24T07:54:51Z,1.95,"9 km NW of Redwood Valley, CA",112.8,6.7,60.0,60sps-post-jumper,1.208,1.213,1.16,1.0,1.396,330.2,NNW,0,3.149,-0.353,0,0,0.84,0.808,0.962,0.838,0.888,1.06,0.719,0.673,0.937,1.027
2026-07-24T07:53:51Z,1.07,"22 km NNW of Tehachapi, CA",503.6,8.1,60.0,60sps-post-jumper,1.413,1.238,0.97,0.88,1.365,132.7,SE,0,0.014,1.977,0,0,0.824,0.831,1.008,1.134,0.914,0.806,0.783,0.689,0.881,1.145
2026-07-24T07:45:42Z,0.78,"7 km WNW of Cobb, CA",45.6,2.2,60.0,60sps-post-jumper,2.342,2.312,1.11,0.99,2.606,340.1,NNW,0,0.778,0.525,0,0,0.82,0.849,1.035,2.247,2.199,0.979,0.839,0.897,1.069,0.968
2026-07-24T06:29:11Z,2.12,"6 km E of Challenge-Brownsville, CA",166.6,5.9,60.0,60sps-post-jumper,1.26,1.914,2.56,1.52,3.229,47.2,NE,0,2.389,0.131,0,0,0.827,0.823,0.996,0.936,1.754,1.874,1.031,1.017,0.986,1.009
2026-07-24T06:21:20Z,0.69,"6 km WNW of Cobb, CA",45.4,1.7,60.0,60sps-post-jumper,1.644,2.6,4.12,1.58,6.772,341.3,NNW,0,0.637,1.026,0,0,0.849,0.899,1.06,1.381,2.48,1.796,1.179,1.415,1.2,0.883
2026-07-24T06:01:35Z,0.7,"5 km WNW of Cobb, CA",45.1,1.8,60.0,60sps-post-jumper,1.606,1.796,2.35,1.12,3.77,342.0,NNW,0,0.657,0.759,0,0,0.83,0.793,0.956,1.385,1.633,1.179,0.891,0.775,0.87,1.1
2026-07-24T05:42:48Z,0.74,"7 km WNW of Cobb, CA",45.5,2.1,60.0,60sps-post-jumper,2.919,1.554,0.98,0.53,2.863,340.1,NNW,0,0.713,0.604,0,0,0.88,0.909,1.032,2.884,1.267,0.439,1.242,0.812,0.654,1.58
2026-07-24T05:42:11Z,1.05,"7 km WNW of Cobb, CA",45.4,2.1,60.0,60sps-post-jumper,2.193,2.666,2.3,1.22,5.055,340.2,NNW,0,1.46,0.539,0,0,0.843,0.851,1.009,2.093,2.616,1.25,0.988,1.247,1.262,0.8
2026-07-24T05:36:07Z,1.26,"7 km WNW of Cobb, CA",45.3,2.0,60.0,60sps-post-jumper,1.42,1.245,1.21,0.88,1.712,340.2,NNW,0,2.369,-0.141,0,0,0.833,0.892,1.071,1.137,0.812,0.715,0.916,0.681,0.744,1.44
2026-07-24T05:23:52Z,1.49,"13 km WNW of The Geysers, CA",48.7,2.8,60.0,60sps-post-jumper,2.092,1.267,0.9,0.61,1.875,332.8,NNW,0,3.66,-0.29,0,0,0.839,0.843,1.004,1.942,0.919,0.473,1.057,0.93,0.879,1.142
2026-07-24T05:11:04Z,0.26,"7 km NW of The Geysers, CA",45.0,1.9,60.0,60sps-post-jumper,1.775,1.829,2.16,1.03,3.832,338.1,NNW,0,0.239,1.204,0,0,0.878,0.846,0.963,1.557,1.628,1.046,0.95,0.848,0.893,1.078
2026-07-24T04:47:46Z,1.64,"2 km W of Portola Valley, CA",122.9,7.4,60.0,60sps-post-jumper,1.611,1.461,1.03,0.91,1.667,164.9,SSE,0,1.341,0.094,0,0,0.822,0.872,1.061,1.406,1.161,0.826,1.445,1.469,1.017,1.043
2026-07-24T04:03:12Z,0.76,"7 km NW of The Geysers, CA",44.2,4.1,60.0,60sps-post-jumper,3.121,1.903,0.84,0.61,2.628,338.1,NNW,0,0.775,0.53,0,0,0.875,0.857,0.98,3.074,1.733,0.564,1.252,1.163,0.929,1.055
2026-07-24T03:50:07Z,1.61,"57 km SSW of Goldfield, Nevada",478.6,9.7,60.0,60sps-post-jumper,1.762,1.808,1.86,1.03,3.279,105.2,ESE,0,0.059,1.746,0,0,0.835,0.833,0.998,1.56,1.605,1.029,1.017,1.507,1.482,0.673
2026-07-24T03:28:28Z,1.46,"8 km W of Cobb, CA",46.1,1.9,60.0,60sps-post-jumper,1.896,1.937,1.89,1.02,3.576,338.3,NNW,0,3.679,-0.012,0,0,0.846,0.804,0.951,1.714,1.789,1.044,2.075,1.931,0.931,1.022
2026-07-24T03:20:56Z,1.33,"8 km W of Cobb, CA",45.8,1.6,60.0,60sps-post-jumper,2.194,1.252,0.76,0.57,1.669,338.5,NNW,0,2.745,-0.216,0,0,0.813,0.808,0.994,2.058,0.939,0.456,1.018,0.78,0.766,1.298
2026-07-24T03:03:46Z,1.64,"20 km NW of Ojai, CA",518.8,4.2,60.0,60sps-post-jumper,3.02,2.698,1.48,0.89,4.461,145.1,SE,0,0.048,1.965,0,0,0.862,0.827,0.96,2.95,2.617,0.887,2.236,2.421,1.083,0.886
2026-07-24T03:01:39Z,0.72,"1 km W of The Geysers, CA",38.5,0.9,60.0,60sps-post-jumper,2.12,2.197,1.51,1.04,3.191,341.0,NNW,0,0.844,0.578,0,0,0.836,0.883,1.057,1.973,2.047,1.038,2.18,2.276,1.044,1.012
2026-07-24T01:17:22Z,0.76,"7 km WNW of Cobb, CA",46.2,7.7,60.0,60sps-rdatac,0.775,0.755,1.23,0.97,0.957,339.7,NNW,0,0.731,0.117,0,0,0.591,0.599,1.014,0.496,0.45,0.908,0.523,0.452,0.863,1.174
2026-07-24T01:17:00Z,0.51,"7 km WNW of Cobb, CA",45.8,1.8,60.0,60sps-rdatac,0.806,0.716,1.14,0.89,0.919,340.0,NNW,0,0.416,0.344,0,0,0.608,0.561,0.923,0.519,0.439,0.846,0.568,0.409,0.721,1.281
2026-07-24T01:02:32Z,3.1,"209 km W of Ferndale, California",415.3,10.0,60.0,60sps-rdatac,0.786,0.825,1.85,1.05,1.455,303.1,WNW,0,2.804,-0.285,0,0,0.603,0.64,1.061,0.493,0.503,1.02,0.529,0.578,1.093,0.971
2026-07-24T01:00:00Z,0.79,"6 km WNW of Cobb, CA",45.2,1.9,60.0,60sps-rdatac,0.81,0.88,2.13,1.09,1.722,341.7,NNW,0,0.806,0.33,0,0,0.62,0.649,1.047,0.517,0.588,1.138,0.514,0.582,1.133,0.924
2026-07-24T00:29:10Z,1.61,"5 km NW of The Geysers, CA",42.6,2.9,60.0,60sps-rdatac,0.75,0.767,1.42,1.02,1.066,340.3,NNW,0,5.747,-0.732,0,0,0.604,0.616,1.019,0.437,0.453,1.037,0.464,0.422,0.909,1.121
2026-07-24T00:21:59Z,1.02,"23 km N of Ridgecrest, CA",527.3,8.1,60.0,60sps-rdatac,0.76,0.806,1.83,1.06,1.389,122.1,ESE,0,0.011,2.102,0,0,0.594,0.613,1.033,0.464,0.513,1.105,0.452,0.515,1.139,0.907
2026-07-24T00:02:00Z,0.68,"6 km WNW of Cobb, CA",45.3,1.7,60.0,60sps-rdatac,0.751,0.708,1.01,0.94,0.759,340.5,NNW,0,0.624,0.085,0,0,0.581,0.564,0.971,0.464,0.407,0.878,0.473,0.445,0.94,1.032
2026-07-23T23:47:34Z,1.06,"7 km WNW of Cobb, CA",45.8,2.3,60.0,60sps-rdatac,0.798,0.764,1.24,0.96,0.993,339.8,NNW,0,1.475,-0.172,0,0,0.603,0.598,0.991,0.515,0.471,0.913,0.505,0.464,0.92,1.077
2026-07-23T23:14:33Z,1.46,"11 km WNW of The Geysers, CA",47.2,0.7,60.0,60sps-rdatac,0.749,0.764,1.33,1.02,0.993,332.5,NNW,0,3.564,-0.555,0,0,0.591,0.596,1.009,0.452,0.465,1.03,0.456,0.453,0.995,1.014
2026-07-23T23:10:45Z,1.4,"3 km NW of Pinnacles, CA",247.7,0.9,60.0,60sps-rdatac,0.805,0.879,1.74,1.09,1.402,148.4,SSE,0,0.206,0.833,0,0,0.637,0.637,1.001,0.481,0.593,1.233,0.524,0.553,1.056,0.947
2026-07-23T23:06:59Z,1.53,"61 km S of Kingston, Nevada",480.3,0.0,60.0,60sps-rdatac,0.74,0.73,1.18,0.99,0.877,85.6,E,0,0.048,1.258,0,0,0.593,0.586,0.987,0.435,0.423,0.973,0.417,0.389,0.934,1.057
2026-07-23T23:03:24Z,0.61,"6 km WNW of Cobb, CA",45.5,2.0,60.0,60sps-rdatac,0.763,0.702,1.25,0.92,0.957,340.9,NNW,0,0.528,0.259,0,0,0.598,0.57,0.953,0.469,0.396,0.844,0.451,0.426,0.945,1.009
2026-07-23T23:03:04Z,1.04,"5 km WNW of The Geysers, CA",42.1,3.1,60.0,60sps-rdatac,0.763,0.746,1.27,0.98,0.97,336.5,NNW,0,1.573,-0.21,0,0,0.595,0.584,0.98,0.471,0.461,0.978,0.447,0.503,1.124,0.872
2026-07-23T22:51:32Z,0.7,"8 km WNW of Cobb, CA",46.0,2.0,60.0,60sps-rdatac,0.818,0.784,1.41,0.96,1.157,338.9,NNW,0,0.641,0.256,0,0,0.64,0.609,0.951,0.496,0.481,0.97,0.503,0.51,1.015,0.937
2026-07-23T22:50:22Z,1.49,"8 km W of Cobb, CA",45.9,1.9,60.0,60sps-rdatac,0.79,0.865,1.47,1.09,1.158,338.8,NNW,0,3.961,-0.534,0,0,0.611,0.656,1.073,0.487,0.553,1.135,0.515,0.591,1.149,0.934
2026-07-23T22:14:19Z,0.93,"5 km WNW of The Geysers, CA",41.3,3.2,60.0,60sps-rdatac,0.772,0.795,1.38,1.03,1.064,337.2,NNW,0,1.253,-0.071,0,0,0.607,0.631,1.039,0.468,0.48,1.026,0.478,0.447,0.935,1.112
2026-07-23T22:00:52Z,0.76,"9 km WNW of The Geysers, CA",45.9,2.1,60.0,60sps-rdatac,0.744,0.762,1.47,1.02,1.093,334.6,NNW,0,0.737,0.171,0,0,0.594,0.586,0.986,0.442,0.482,1.089,0.449,0.461,1.026,0.961
2026-07-23T21:37:06Z,1.48,"12 km NE of Redwood Valley, CA",109.0,8.2,60.0,60sps-rdatac,0.748,0.83,1.63,1.11,1.22,337.2,NNW,0,1.126,0.035,0,0,0.601,0.622,1.034,0.442,0.533,1.207,0.446,0.51,1.143,0.904
2026-07-23T21:20:34Z,1.14,"15 km SSW of Searles Valley, CA",555.3,5.3,60.0,60sps-rdatac,0.749,0.792,1.44,1.06,1.075,122.7,ESE,0,0.012,1.948,0,0,0.6,0.608,1.013,0.437,0.496,1.136,0.436,0.507,1.162,0.872
2026-07-23T21:20:23Z,2.09,"2 km ENE of Berkeley, CA",71.9,8.8,60.0,60sps-rdatac,0.758,0.767,1.46,1.01,1.103,153.1,SSE,0,8.549,-0.889,0,0,0.603,0.606,1.006,0.455,0.456,1.001,0.444,0.423,0.952,1.057
2026-07-23T20:55:22Z,1.2,"24 km NNE of Kernville, CA",475.0,14.3,60.0,60sps-rdatac,0.772,0.817,1.56,1.06,1.206,124.8,SE,0,0.023,1.711,0,0,0.615,0.628,1.022,0.463,0.513,1.108,0.465,0.547,1.178,0.867
2026-07-23T20:50:16Z,0.71,"3 km W of Cobb, CA",42.6,1.9,60.0,60sps-rdatac,0.77,0.762,1.25,0.99,0.961,343.3,NNW,0,0.724,0.123,0,0,0.607,0.618,1.018,0.468,0.433,0.926,0.461,0.447,0.97,1.05
2026-07-23T20:48:43Z,1.04,"8 km NW of The Geysers, CA",45.7,-0.6,60.0,60sps-rdatac,0.8,0.723,1.03,0.9,0.822,337.1,NNW,0,1.413,-0.235,0,0,0.63,0.576,0.914,0.487,0.428,0.879,0.505,0.446,0.884,1.034
2026-07-23T20:47:37Z,1.13,"9 km SE of Cloverdale, CA",43.8,3.6,60.0,60sps-rdatac,0.769,0.788,1.38,1.03,1.064,321.9,NW,0,1.838,-0.238,0,0,0.598,0.63,1.055,0.47,0.461,0.98,0.492,0.507,1.032,1.022
2026-07-23T20:29:09Z,1.04,"6 km NW of The Geysers, CA",43.7,3.0,60.0,60sps-rdatac,0.763,0.844,1.46,1.11,1.11,339.9,NNW,0,1.497,-0.13,0,0,0.606,0.64,1.055,0.458,0.531,1.159,0.458,0.573,1.251,0.844
2026-07-23T20:15:53Z,2.11,"17 km SE of Silver Springs, Nevada",323.3,7.2,60.0,60sps-rdatac,0.812,0.742,1.35,0.91,1.096,71.5,ENE,0,0.566,0.287,0,0,0.619,0.593,0.959,0.513,0.434,0.844,0.484,0.404,0.835,1.148
2026-07-23T20:09:09Z,1.15,"20 km SE of Bodfish, CA",506.0,3.1,60.0,60sps-rdatac,0.789,0.872,1.71,1.11,1.35,129.9,SE,0,0.017,1.899,0,0,0.617,0.656,1.065,0.49,0.57,1.164,0.498,0.545,1.095,0.972
2026-07-23T20:06:59Z,1.16,"14 km W of Mojave, CA",538.7,-1.0,60.0,60sps-rdatac,0.796,0.758,1.22,0.95,0.967,133.4,SE,0,0.014,1.837,0,0,0.617,0.609,0.987,0.488,0.446,0.914,0.499,0.41,0.822,1.201
2026-07-23T19:52:10Z,0.45,"9 km WNW of The Geysers, CA",45.5,2.1,60.0,60sps-rdatac,0.778,0.801,1.36,1.03,1.056,335.0,NNW,0,0.365,0.461,0,0,0.619,0.596,0.964,0.46,0.523,1.138,0.451,0.542,1.2,0.803
2026-07-23T19:29:34Z,1.38,"4 km W of Cobb, CA",42.9,1.9,60.0,60sps-rdatac,0.82,0.79,1.19,0.96,0.976,343.2,NNW,0,3.358,-0.537,0,0,0.631,0.615,0.974,0.521,0.485,0.932,0.502,0.507,1.01,0.965
2026-07-23T19:16:27Z,4.2,"150 km WNW of Port Orford, Oregon",597.5,10.0,60.0,60sps-rdatac,0.772,0.835,1.55,1.08,1.194,329.9,NNW,0,10.668,-0.951,0,0,0.603,0.637,1.056,0.473,0.541,1.145,0.485,0.545,1.124,0.939
2026-07-23T18:21:21Z,1.12,"21 km ESE of Little Lake, CA",522.8,4.4,60.0,60sps-rdatac,0.823,0.818,1.28,0.99,1.05,121.6,ESE,0,0.014,1.868,0,0,0.639,0.638,0.998,0.513,0.505,0.985,0.512,0.509,0.994,1.003
2026-07-23T18:21:15Z,0.95,"21 km ESE of Little Lake, CA",523.3,5.1,60.0,60sps-rdatac,0.83,0.824,1.27,0.99,1.05,121.6,ESE,0,0.01,2.039,0,0,0.64,0.649,1.013,0.523,0.496,0.949,0.519,0.508,0.979,1.035
2026-07-23T17:37:02Z,0.92,"7 km NW of The Geysers, CA",44.2,2.2,60.0,60sps-rdatac,0.819,0.864,1.54,1.05,1.263,337.6,NNW,0,1.119,0.053,0,0,0.638,0.651,1.021,0.506,0.56,1.108,0.493,0.593,1.203,0.848
2026-07-23T17:13:12Z,0.66,"5 km WNW of Cobb, CA",45.2,1.6,60.0,60sps-rdatac,0.777,0.769,1.16,0.99,0.904,342.0,NNW,0,0.597,0.18,0,0,0.612,0.628,1.026,0.473,0.436,0.923,0.493,0.445,0.903,1.137
2026-07-23T16:14:38Z,0.35,"6 km NW of The Geysers, CA",44.1,4.1,60.0,60sps-rdatac,0.837,0.925,1.75,1.11,1.46,338.4,NNW,0,0.302,0.684,0,0,0.653,0.686,1.05,0.512,0.597,1.165,0.513,0.588,1.146,0.917
2026-07-23T15:51:34Z,2.2,"7 km ENE of Los Alamos, CA",463.8,2.5,60.0,60sps-rdatac,0.803,0.725,1.15,0.9,0.921,151.5,SSE,0,0.253,0.562,0,0,0.642,0.595,0.927,0.472,0.407,0.862,0.49,0.405,0.827,1.12
2026-07-23T15:35:28Z,1.05,"16 km WSW of Johannesburg, CA",553.1,7.3,60.0,60sps-rdatac,0.768,0.742,1.17,0.97,0.899,127.7,SE,0,0.01,1.955,0,0,0.608,0.596,0.981,0.461,0.433,0.939,0.487,0.426,0.875,1.121
2026-07-23T15:23:38Z,1.2,"29 km WSW of Olancha, CA",462.1,5.0,60.0,60sps-rdatac,0.763,0.819,1.64,1.07,1.254,122.4,ESE,0,0.026,1.69,0,0,0.603,0.616,1.021,0.463,0.526,1.135,0.471,0.565,1.2,0.851
2026-07-23T14:43:32Z,0.25,"10 km WNW of Cobb, CA",48.6,1.4,60.0,60sps-rdatac,0.768,0.769,1.17,1.0,0.902,337.8,NNW,0,0.212,0.63,0,0,0.606,0.626,1.033,0.462,0.439,0.951,0.482,0.446,0.926,1.116
2026-07-23T14:39:22Z,0.26,"10 km WNW of Cobb, CA",48.5,1.6,60.0,60sps-rdatac,0.778,0.838,1.41,1.08,1.1,337.9,NNW,0,0.217,0.705,0,0,0.618,0.649,1.049,0.466,0.512,1.098,0.468,0.526,1.124,0.933
2026-07-23T14:38:32Z,0.76,"10 km WNW of Cobb, CA",48.6,0.1,60.0,60sps-rdatac,0.77,0.814,1.52,1.06,1.169,337.4,NNW,0,0.684,0.233,0,0,0.619,0.633,1.022,0.446,0.501,1.123,0.463,0.514,1.111,0.92
2026-07-23T14:35:04Z,0.46,"10 km WNW of Cobb, CA",48.5,1.6,60.0,60sps-rdatac,0.733,0.743,1.15,1.01,0.847,337.3,NNW,0,0.344,0.392,0,0,0.595,0.603,1.014,0.425,0.427,1.006,0.434,0.432,0.995,1.018
2026-07-23T14:33:06Z,1.84,"11 km WNW of Cobb, CA",48.6,1.0,60.0,60sps-rdatac,0.76,0.801,1.34,1.05,1.02,337.0,NNW,0,8.214,-0.906,0,0,0.602,0.637,1.059,0.461,0.476,1.031,0.455,0.522,1.148,0.922
2026-07-23T14:11:01Z,1.09,"6 km NW of The Geysers, CA",44.1,2.9,60.0,60sps-rdatac,0.76,0.75,1.32,0.99,1.003,338.3,NNW,0,1.662,-0.219,0,0,0.601,0.607,1.009,0.459,0.437,0.952,0.441,0.392,0.888,1.136
2026-07-23T14:10:39Z,1.88,"14 km ENE of Ridgecrest, CA",548.0,8.8,60.0,60sps-rdatac,0.745,0.729,1.29,0.98,0.962,122.8,ESE,0,0.07,1.14,0,0,0.588,0.596,1.014,0.448,0.414,0.926,0.439,0.415,0.944,1.074
2026-07-23T13:24:04Z,1.62,"83 km NE of Tonopah, Nevada",537.2,2.4,60.0,60sps-rdatac,0.822,0.723,1.08,0.88,0.889,87.4,E,0,0.041,1.336,0,0,0.648,0.587,0.906,0.506,0.415,0.82,0.513,0.394,0.768,1.179
2026-07-23T13:18:45Z,1.19,"6 km NW of The Geysers, CA",43.9,2.9,60.0,60sps-rdatac,0.798,0.79,1.34,0.99,1.069,338.4,NNW,0,2.104,-0.294,0,0,0.638,0.629,0.987,0.476,0.46,0.965,0.487,0.489,1.004,0.983
2026-07-23T12:32:39Z,1.05,"10 km NW of The Geysers, CA",46.9,1.8,60.0,60sps-rdatac,0.78,0.788,1.24,1.01,0.968,336.6,NNW,0,1.397,-0.159,0,0,0.622,0.633,1.017,0.458,0.465,1.014,0.445,0.469,1.054,0.965
2026-07-23T12:05:51Z,0.05,"11 km SW of Searles Valley, CA",547.6,7.3,60.0,60sps-rdatac,0.761,0.721,1.2,0.95,0.91,122.4,ESE,0,0.001,2.945,0,0,0.612,0.573,0.936,0.442,0.43,0.974,0.452,0.444,0.982,0.953
2026-07-23T12:01:45Z,0.76,"7 km NW of The Geysers, CA",44.6,3.3,60.0,60sps-rdatac,0.774,0.746,1.11,0.96,0.863,339.5,NNW,0,0.766,0.052,0,0,0.615,0.611,0.993,0.466,0.411,0.883,0.468,0.415,0.887,1.119
2026-07-23T11:53:06Z,1.08,"6 km NW of The Geysers, CA",43.9,3.0,60.0,60sps-rdatac,0.783,0.772,1.15,0.99,0.898,338.4,NNW,0,1.634,-0.26,0,0,0.625,0.618,0.989,0.466,0.446,0.958,0.478,0.423,0.885,1.118
2026-07-23T11:41:44Z,1.04,"3 km NW of The Geysers, CA",40.9,0.7,60.0,60sps-rdatac,0.77,0.751,1.31,0.97,1.01,339.3,NNW,0,1.633,-0.209,0,0,0.61,0.582,0.955,0.458,0.473,1.034,0.478,0.497,1.04,0.918
2026-07-23T11:17:50Z,1.69,"77 km ENE of Tonopah, Nevada",537.0,5.5,60.0,60sps-rdatac,0.76,0.769,1.29,1.01,0.984,88.5,E,0,0.048,1.309,0,0,0.596,0.622,1.044,0.464,0.442,0.951,0.436,0.437,1.001,1.043
2026-07-23T11:05:47Z,0.75,"6 km NW of The Geysers, CA",44.3,2.5,60.0,60sps-rdatac,0.758,0.74,1.15,0.98,0.874,339.5,NNW,0,0.756,0.063,0,0,0.605,0.585,0.967,0.45,0.452,1.003,0.454,0.387,0.852,1.135
2026-07-23T11:00:58Z,1.75,"78 km NE of Tonopah, Nevada",535.1,4.6,60.0,60sps-rdatac,0.771,0.797,1.41,1.03,1.09,87.9,E,0,0.056,1.288,0,0,0.618,0.61,0.987,0.445,0.493,1.109,0.488,0.495,1.013,0.974
2026-07-23T10:32:36Z,0.67,"6 km NW of The Geysers, CA",44.1,3.4,60.0,60sps-rdatac,0.785,0.749,1.15,0.95,0.9,338.3,NNW,0,0.632,0.154,0,0,0.616,0.595,0.965,0.478,0.447,0.936,0.454,0.431,0.95,1.015
2026-07-23T10:32:04Z,1.31,"6 km NW of The Geysers, CA",43.9,3.0,60.0,60sps-rdatac,0.762,0.773,1.21,1.01,0.925,338.4,NNW,0,2.772,-0.477,0,0,0.612,0.611,0.999,0.448,0.456,1.016,0.432,0.466,1.08,0.925
2026-07-23T10:26:46Z,1.4,"6 km NW of The Geysers, CA",43.9,2.9,60.0,60sps-rdatac,0.76,0.842,1.64,1.11,1.25,338.4,NNW,0,3.408,-0.436,0,0,0.609,0.662,1.087,0.451,0.515,1.142,0.466,0.536,1.152,0.943
2026-07-23T10:16:05Z,0.74,"3 km NW of The Geysers, CA",40.6,3.4,60.0,60sps-rdatac,0.748,0.754,1.19,1.01,0.886,339.8,NNW,0,0.825,0.031,0,0,0.593,0.598,1.009,0.447,0.452,1.011,0.449,0.451,1.005,1.003
2026-07-23T09:43:25Z,0.59,"10 km NW of The Geysers, CA",46.9,1.3,60.0,60sps-rdatac,0.758,0.697,1.11,0.92,0.844,336.6,NNW,0,0.485,0.24,0,0,0.602,0.575,0.954,0.456,0.392,0.859,0.455,0.381,0.838,1.139
2026-07-23T09:16:53Z,1.2,"7 km NW of The Geysers, CA",43.8,2.7,60.0,60sps-rdatac,0.734,0.98,2.59,1.33,1.904,337.5,NNW,0,2.156,-0.054,0,0,0.584,0.765,1.311,0.438,0.607,1.385,0.428,0.545,1.272,1.03
2026-07-23T09:13:00Z,0.89,"19 km ESE of Little Lake, CA",521.7,2.6,60.0,60sps-rdatac,0.726,0.761,1.38,1.05,1.001,121.7,ESE,0,0.008,2.074,0,0,0.588,0.587,0.998,0.42,0.469,1.116,0.398,0.437,1.098,0.909
2026-07-22T22:39:32Z,1.53,"9 km NE of Gilroy, CA",184.9,6.1,57.0,pre-rdatac,1.125,1.187,1.33,1.06,1.494,146.9,SSE,0,0.505,0.471,0,0,0.849,0.87,1.025,0.712,0.781,1.097,0.494,0.489,0.989,1.036
2026-07-22T22:17:24Z,0.72,"9 km WNW of Cobb, CA",47.0,1.7,57.0,pre-rdatac,1.177,1.132,1.2,0.96,1.408,338.0,NNW,0,0.653,0.334,0,0,0.892,0.848,0.951,0.742,0.716,0.966,0.499,0.444,0.89,1.068
2026-07-22T21:43:28Z,1.06,"14 km SSW of Searles Valley, CA",554.9,9.0,57.0,pre-rdatac,1.149,1.202,1.54,1.05,1.772,122.6,ESE,0,0.01,2.244,0,0,0.857,0.921,1.075,0.74,0.751,1.014,0.525,0.519,0.989,1.087
2026-07-22T21:36:35Z,0.77,"9 km WNW of Cobb, CA",46.7,2.0,57.0,pre-rdatac,1.137,1.091,1.19,0.96,1.357,337.9,NNW,0,0.738,0.265,0,0,0.845,0.808,0.957,0.741,0.71,0.959,0.501,0.459,0.917,1.044
2026-07-22T21:33:48Z,0.83,"3 km SE of The Geysers, CA",35.6,2.0,57.0,pre-rdatac,1.118,1.199,1.45,1.07,1.623,344.6,NNW,0,1.202,0.13,0,0,0.85,0.934,1.099,0.703,0.725,1.031,0.466,0.51,1.094,1.004
2026-07-22T21:20:36Z,1.05,"3 km SE of The Geysers, CA",36.4,6.8,57.0,pre-rdatac,1.174,1.239,1.55,1.06,1.823,344.4,NNW,0,1.939,-0.027,0,0,0.903,0.963,1.066,0.727,0.761,1.046,0.484,0.48,0.991,1.075
2026-07-22T20:33:44Z,0.76,"7 km WNW of The Geysers, CA",43.0,0.9,57.0,pre-rdatac,1.13,1.071,1.21,0.95,1.366,334.8,NNW,0,0.802,0.231,0,0,0.841,0.827,0.984,0.733,0.657,0.896,0.476,0.444,0.932,1.056
2026-07-22T20:26:16Z,1.46,"6 km NW of San Francisco Zoo, CA",77.6,11.7,57.0,pre-rdatac,1.141,1.167,1.41,1.02,1.613,175.5,S,0,1.799,-0.047,0,0,0.864,0.865,1.001,0.725,0.761,1.049,0.471,0.496,1.053,0.951
2026-07-22T19:52:38Z,0.53,"5 km WNW of Little Lake, CA",498.6,3.8,57.0,pre-rdatac,1.148,1.116,1.36,0.97,1.556,122.4,ESE,0,0.004,2.56,0,0,0.857,0.836,0.976,0.74,0.711,0.962,0.485,0.442,0.912,1.07
2026-07-22T19:46:22Z,1.03,"6 km NW of The Geysers, CA",43.9,2.5,57.0,pre-rdatac,1.142,1.055,1.21,0.92,1.379,339.8,NNW,0,1.456,-0.023,0,0,0.875,0.805,0.92,0.715,0.654,0.915,0.467,0.462,0.99,0.93
